街区,租赁方式,朝向,每月租金,行政区,板块,房屋面积,格局,发布时长
,,,2600,嘉定,江桥,46.36㎡,1室1厅0卫,"
            链家          "
,,,7000,静安,阳城,95.50㎡,2室2厅1卫,"
            链家          "
,,,4000,静安,江宁路,27.22㎡,1室0厅1卫,"
            链家          "
,,,7429,徐汇,康健,,南,"
            自如          "
,,,12800,普陀,长寿路,109.01㎡,2室2厅1卫,"
            链家          "
,,,5800,长宁,新华路,48.87㎡,2室1厅1卫,"
            链家          "
,,,5500,青浦,赵巷,88.46㎡,4室1厅1卫,"
            链家          "
,,,4000,宝山,顾村,70.81㎡,2室1厅1卫,"
            链家          "
,,,4000,浦东,惠南,113.74㎡,3室2厅2卫,"
            链家          "
,,,6400,闵行,莘庄北广场,75.40㎡,3室1厅1卫,"
            链家          "
,,,5100,普陀,长寿路,37.83㎡,1室1厅1卫,"
            链家          "
,,,5000,宝山,罗店,96.91㎡,3室2厅2卫,"
            链家          "
,,,8900,静安,大宁,95.66㎡,3室2厅1卫,"
            链家          "
,,,5600,徐汇,徐家汇,41.26㎡,1室1厅1卫,"
            链家          "
,,,3590,浦东,曹路,,南,"
            自如          "
,,,3860,普陀,武宁,,南,"
            自如          "
,,,21000,静安,南京西路,123.90㎡,3室2厅2卫,"
            链家          "
,,,10000,松江,小昆山,215.47㎡,3室2厅2卫,"
            链家          "
,,,33000,静安,曹家渡,237.98㎡,3室1厅3卫,"
            链家          "
,,,4730,浦东,洋泾,,南,"
            自如          "
,,,5800,浦东,唐镇,44.00㎡,1室1厅1卫,"
            链家          "
,,,7000,青浦,华新,99.00㎡,3室2厅2卫,"
            链家          "
,,,5930,青浦,徐泾,,南,"
            自如          "
,,,6800,浦东,源深,68.47㎡,2室1厅1卫,"
            链家          "
,,,4300,普陀,长风,42.24㎡,2室0厅1卫,"
            链家          "
,,,1300,崇明,崇明新城,56.16㎡,2室1厅1卫,"
            链家          "
,,,6528,杨浦,五角场,56.93㎡,2室1厅1卫,"
            自如          "
,,,9900,杨浦,黄兴公园,122.52㎡,3室1厅1卫,"
            链家          "
,,,2100,金山,金山新城,47.02㎡,1室2厅1卫,"
            链家          "
,,,4500,浦东,世博,39.90㎡,1室1厅1卫,"
            链家          "
,,,5300,浦东,源深,39.88㎡,1室1厅1卫,"
            链家          "
,,,9500,静安,大宁,64.17㎡,1室1厅1卫,"
            链家          "
,,,4660,虹口,凉城,,南,"
            自如          "
,,,4800,浦东,康桥,75.54㎡,2室2厅1卫,"
            链家          "
,,,5400,静安,江宁路,35.32㎡,1室1厅1卫,"
            链家          "
,,,3000,宝山,淞宝,51.19㎡,2室1厅1卫,"
            链家          "
,,,4490,黄浦,五里桥,,南,"
            自如          "
,,,3700,普陀,光新,36.72㎡,1室1厅1卫,"
            链家          "
,,,2000,金山,金山新城,126.00㎡,3室2厅2卫,"
            链家          "
,,,2000,崇明,崇明新城,80.00㎡,2室2厅1卫,"
            链家          "
,,,8000,闵行,七宝,102.87㎡,4室1厅1卫,"
            链家          "
,,,5000,浦东,周浦,128.00㎡,3室2厅2卫,"
            链家          "
,,,14000,静安,不夜城,89.80㎡,2室2厅1卫,"
            链家          "
,,,3460,闵行,闵浦,,南,"
            自如          "
,,,5800,松江,九亭,129.73㎡,2室2厅1卫,"
            链家          "
,,,4700,浦东,杨思前滩,67.37㎡,2室1厅1卫,"
            链家          "
,,,5360,虹口,凉城,,南,"
            自如          "
,,,7890,黄浦,五里桥,,南,"
            自如          "
,,,10000,长宁,镇宁路,82.58㎡,2室1厅1卫,"
            链家          "
,,,6790,浦东,塘桥,,南,"
            自如          "
,,,3000,青浦,盈浦,81.32㎡,2室2厅1卫,"
            链家          "
,,,6200,杨浦,鞍山,55.88㎡,2室1厅1卫,"
            链家          "
,,,8800,嘉定,江桥,148.00㎡,3室2厅2卫,"
            链家          "
,,,4390,普陀,武宁,33.14㎡,1室1厅1卫,"
            自如          "
,,,1530,崇明,陈家镇,81.30㎡,2室2厅1卫,"
            链家          "
,,,3500,松江,泗泾,82.00㎡,3室1厅1卫,"
            链家          "
,,,20000,徐汇,衡山路,173.60㎡,3室2厅2卫,"
            链家          "
,,,7150,虹口,江湾镇,57.90㎡,2室1厅1卫,"
            链家          "
,,,5090,普陀,桃浦,,南,"
            自如          "
,,,5000,宝山,上大,80.00㎡,3室1厅1卫,"
            链家          "
,,,4590,虹口,江湾镇,,南,"
            自如          "
,,,4560,宝山,罗店,,南,"
            自如          "
,,,5000,嘉定,南翔,68.47㎡,2室1厅1卫,"
            链家          "
,,,8400,杨浦,周家嘴路,92.00㎡,2室2厅1卫,"
            链家          "
,,,6500,普陀,真如,75.92㎡,2室1厅1卫,"
            链家          "
,,,5430,闵行,龙柏,,南,"
            自如          "
,,,4500,浦东,碧云,63.79㎡,1室1厅1卫,"
            链家          "
,,,4960,浦东,北蔡,,南,"
            自如          "
,,,4690,杨浦,五角场,,南,"
            自如          "
,,,5588,闵行,颛桥,84.80㎡,2室1厅1卫,"
            链家          "
,,,5000,徐汇,万体馆,32.00㎡,1室1厅1卫,"
            链家          "
,,,4860,浦东,北蔡,,南,"
            自如          "
,,,8890,徐汇,龙华,,南,"
            自如          "
,,,9800,浦东,张江,89.00㎡,3室1厅1卫,"
            链家          "
,,,6200,松江,松江老城,128.80㎡,2室2厅2卫,"
            链家          "
,,,13000,浦东,碧云,97.00㎡,2室2厅1卫,"
            链家          "
,,,5630,嘉定,江桥,,南,"
            自如          "
,,,6630,徐汇,徐家汇,,南,"
            自如          "
,,,4330,杨浦,黄兴公园,,南,"
            自如          "
,,,7000,青浦,徐泾,92.00㎡,3室2厅2卫,"
            链家          "
,,,3600,嘉定,南翔,43.00㎡,2室2厅1卫,"
            链家          "
,,,9500,松江,松江新城,91.01㎡,2室2厅2卫,"
            链家          "
,,,5960,浦东,南码头,,南,"
            自如          "
,,,1000,金山,金山新城,38.65㎡,1室1厅1卫,"
            链家          "
,,,4730,静安,阳城,60.80㎡,2室1厅1卫,"
            自如          "
,,,4490,宝山,淞宝,50.54㎡,2室1厅1卫,"
            自如          "
,,,3200,松江,松江大学城,50.00㎡,1室1厅1卫,"
            链家          "
,,,5130,浦东,北蔡,,南,"
            自如          "
,,,3870,虹口,曲阳,,南,"
            自如          "
,,,2300,浦东,新场,91.00㎡,2室2厅1卫,"
            链家          "
,,,4390,虹口,凉城,,南,"
            自如          "
,,,5860,长宁,北新泾,,南,"
            自如          "
,,,12000,青浦,徐泾,152.90㎡,4室2厅3卫,"
            链家          "
,,,19000,浦东,杨思前滩,123.27㎡,4室2厅2卫,"
            链家          "
,,,6500,徐汇,华泾,89.30㎡,2室2厅1卫,"
            链家          "
,,,3870,浦东,宣桥,116.78㎡,5室1厅2卫,"
            链家          "
,,,14200,闵行,金虹桥,126.49㎡,3室2厅2卫,"
            链家          "
,,,2300,奉贤,南桥,31.82㎡,1室1厅1卫,"
            链家          "
,,,9800,黄浦,淮海中路,70.00㎡,2室1厅1卫,"
            链家          "
,,,9000,静安,静安寺,59.90㎡,1室2厅1卫,"
            链家          "
,,,5130,长宁,北新泾,,南,"
            自如          "
,,,2800,崇明,长兴岛,122.26㎡,3室2厅2卫,"
            链家          "
,,,43000,浦东,张江,401.68㎡,4室3厅4卫,"
            链家          "
,,,10660,杨浦,新江湾城,,南,"
            自如          "
,,,4400,浦东,曹路,71.18㎡,2室1厅1卫,"
            链家          "
,,,5900,浦东,张江,52.53㎡,2室1厅1卫,"
            链家          "
,,,4730,徐汇,徐家汇,,南,"
            自如          "
,,,2000,浦东,惠南,109.60㎡,2室2厅1卫,"
            链家          "
,,,3300,浦东,金桥,37.08㎡,1室1厅1卫,"
            链家          "
,,,3050,奉贤,奉贤金汇,89.06㎡,3室2厅2卫,"
            链家          "
,,,6600,静安,静安寺,50.12㎡,1室1厅1卫,"
            链家          "
,,,4860,嘉定,江桥,60.67㎡,1室1厅1卫,"
            自如          "
,,,2975,崇明,陈家镇,90.00㎡,2室2厅2卫,"
            链家          "
,,,4500,静安,西藏北路,39.99㎡,1室1厅1卫,"
            链家          "
,,,8000,虹口,四川北路,99.54㎡,2室2厅1卫,"
            链家          "
,,,3800,金山,金山新城,112.00㎡,3室2厅2卫,"
            链家          "
,,,6300,静安,曹家渡,40.38㎡,1室1厅1卫,"
            链家          "
,,,4200,徐汇,徐家汇,20.00㎡,1室0厅1卫,"
            链家          "
,,,8200,闵行,金汇,77.58㎡,2室2厅2卫,"
            链家          "
,,,6500,虹口,北外滩,70.00㎡,2室1厅1卫,"
            链家          "
,,,14700,黄浦,新天地,78.00㎡,2室2厅2卫,"
            链家          "
,,,3800,闵行,老闵行,55.59㎡,2室1厅1卫,"
            链家          "
,,,8000,嘉定,南翔,105.91㎡,3室2厅1卫,"
            链家          "
,,,5490,嘉定,嘉定新城,,南,"
            自如          "
,,,7530,静安,曹家渡,,西,"
            自如          "
,,,4860,普陀,光新,,南,"
            自如          "
,,,6500,徐汇,田林,77.12㎡,2室1厅1卫,"
            链家          "
,,,5790,浦东,梅园,,南,"
            自如          "
,,,5260,宝山,大场镇,,南,"
            自如          "
,,,4000,宝山,大场镇,45.00㎡,1室1厅1卫,"
            链家          "
,,,6314,长宁,虹桥,,南,"
            自如          "
,,,4490,静安,大宁,,南,"
            自如          "
,,,4300,奉贤,西渡,87.88㎡,3室2厅1卫,"
            链家          "
,,,8500,浦东,花木,66.05㎡,2室1厅1卫,"
            链家          "
,,,3600,松江,松江大学城,59.00㎡,1室1厅1卫,"
            链家          "
,,,4990,嘉定,嘉定新城,,南,"
            自如          "
,,,7600,浦东,御桥,85.00㎡,3室1厅1卫,"
            链家          "
,,,5160,浦东,洋泾,,南,"
            自如          "
,,,4960,杨浦,五角场,43.13㎡,1室1厅1卫,"
            自如          "
,,,6100,长宁,虹桥,47.22㎡,2室1厅1卫,"
            链家          "
,,,11500,松江,莘闵别墅,221.94㎡,4室2厅3卫,"
            链家          "
,,,5600,徐汇,徐家汇,32.90㎡,1室1厅1卫,"
            链家          "
,,,1900,金山,金山新城,81.34㎡,2室1厅1卫,"
            链家          "
,,,700,崇明,崇明其它,79.85㎡,2室1厅1卫,"
            链家          "
,,,3300,崇明,长兴岛,120.00㎡,3室2厅2卫,"
            链家          "
,,,3900,嘉定,安亭,89.49㎡,3室2厅1卫,"
            链家          "
,,,8300,普陀,长征,99.37㎡,3室2厅1卫,"
            链家          "
,,,6130,杨浦,黄兴公园,,南,"
            自如          "
,,,3990,宝山,顾村,,南,"
            自如          "
,,,7500,浦东,周浦,238.95㎡,4室2厅2卫,"
            链家          "
,,,9800,长宁,中山公园,68.47㎡,1室1厅1卫,"
            链家          "
,,,6000,浦东,张江,81.81㎡,3室1厅1卫,"
            链家          "
,,,6200,闵行,老闵行,127.04㎡,3室1厅1卫,"
            链家          "
,,,4500,浦东,世博,54.77㎡,2室0厅1卫,"
            链家          "
,,,5200,虹口,江湾镇,89.21㎡,2室1厅1卫,"
            链家          "
,,,6680,杨浦,新江湾城,85.50㎡,2室2厅1卫,"
            链家          "
,,,3800,闵行,吴泾,63.97㎡,1室2厅1卫,"
            链家          "
,,,7500,闵行,梅陇,139.06㎡,3室2厅2卫,"
            链家          "
,,,13000,浦东,世博,127.85㎡,3室2厅2卫,"
            链家          "
,,,3500,嘉定,安亭,115.00㎡,2室2厅2卫,"
            链家          "
,,,2000,嘉定,菊园新区,73.11㎡,2室1厅1卫,"
            链家          "
,,,7190,闵行,金汇,,南,"
            自如          "
,,,13000,虹口,临平路,157.03㎡,4室2厅1卫,"
            链家          "
,,,4890,普陀,甘泉宜川,,南,"
            自如          "
,,,9060,闵行,古美,,南,"
            自如          "
,,,4000,静安,南京西路,23.10㎡,1室1厅1卫,"
            链家          "
,,,3900,青浦,夏阳,133.20㎡,3室2厅2卫,"
            链家          "
,,,2800,奉贤,西渡,127.44㎡,3室2厅2卫,"
            链家          "
,,,5600,闵行,金汇,54.60㎡,2室2厅2卫,"
            链家          "
,,,9800,静安,不夜城,61.36㎡,2室1厅1卫,"
            链家          "
,,,6530,宝山,大华,,南,"
            自如          "
,,,2400,嘉定,菊园新区,41.72㎡,2室1厅2卫,"
            链家          "
,,,2400,浦东,航头,85.65㎡,2室2厅1卫,"
            链家          "
,,,4200,杨浦,中原,62.13㎡,2室1厅1卫,"
            链家          "
,,,4730,杨浦,东外滩,,南,"
            自如          "
,,,4490,宝山,高境,60.00㎡,1室1厅1卫,"
            自如          "
,,,5490,普陀,真如,57.88㎡,2室1厅1卫,"
            自如          "
,,,3300,宝山,罗店,128.00㎡,3室2厅2卫,"
            链家          "
,,,4130,虹口,曲阳,,北,"
            自如          "
,,,11500,浦东,金桥,131.38㎡,3室2厅1卫,"
            链家          "
,,,3100,嘉定,马陆,63.01㎡,2室1厅1卫,"
            链家          "
,,,4200,宝山,淞宝,67.56㎡,2室1厅1卫,"
            链家          "
,,,3930,普陀,曹杨,,东,"
            自如          "
,,,6930,浦东,三林,,南,"
            自如          "
,,,4890,普陀,真如,,南,"
            自如          "
,,,9000,普陀,武宁,105.47㎡,4室1厅1卫,"
            链家          "
,,,7790,黄浦,南京东路,,西,"
            自如          "
,,,4160,青浦,赵巷,,南,"
            自如          "
,,,3600,嘉定,安亭,103.61㎡,2室2厅1卫,"
            链家          "
,,,5560,闵行,龙柏,,南,"
            自如          "
,,,14500,长宁,古北,78.00㎡,1室1厅1卫,"
            链家          "
,,,5000,闵行,古美,78.00㎡,2室1厅1卫,"
            链家          "
,,,18330,闵行,金汇,208.23㎡,3室1厅4卫,"
            自如          "
,,,3500,虹口,江湾镇,55.26㎡,1室0厅1卫,"
            链家          "
,,,19000,徐汇,徐家汇,118.06㎡,2室1厅2卫,"
            曼舍          "
,,,3800,杨浦,黄兴公园,39.50㎡,1室1厅1卫,"
            链家          "
,,,4200,松江,九亭,98.85㎡,2室2厅1卫,"
            链家          "
,,,6190,静安,大宁,57.60㎡,2室1厅1卫,"
            自如          "
,,,9000,虹口,曲阳,109.18㎡,4室1厅1卫,"
            链家          "
,,,30000,徐汇,田林,174.00㎡,3室2厅2卫,"
            链家          "
,,,3130,嘉定,嘉定新城,37.35㎡,1室1厅1卫,"
            自如          "
,,,4000,虹口,凉城,39.00㎡,1室1厅1卫,"
            链家          "
,,,40000,静安,静安寺,125.10㎡,3室2厅2卫,"
            链家          "
,,,5800,长宁,新华路,48.64㎡,2室0厅1卫,"
            链家          "
,,,700,崇明,崇明新城,91.85㎡,3室2厅1卫,"
            链家          "
,,,2600,浦东,新场,66.96㎡,2室1厅1卫,"
            链家          "
,,,3000,浦东,曹路,54.00㎡,1室1厅1卫,"
            链家          "
,,,6700,松江,泗泾,98.09㎡,3室2厅2卫,"
            链家          "
,,,5730,浦东,洋泾,,南,"
            自如          "
,,,6350,黄浦,蓬莱公园,42.46㎡,1室1厅1卫,"
            链家          "
,,,7500,浦东,潍坊,76.37㎡,2室1厅1卫,"
            链家          "
,,,5430,浦东,世博,,南,"
            自如          "
,,,22500,浦东,陆家嘴,142.32㎡,3室1厅2卫,"
            链家          "
,,,3630,闵行,老闵行,,南,"
            自如          "
,,,3600,浦东,康桥,56.25㎡,2室1厅1卫,"
            链家          "
,,,5300,虹口,鲁迅公园,52.51㎡,2室0厅1卫,"
            链家          "
,,,3900,浦东,唐镇,37.81㎡,1室1厅1卫,"
            链家          "
,,,12500,浦东,杨东,112.00㎡,2室2厅1卫,"
            链家          "
